sep=;
Time;Dewpoint;Air;Cletus Globe
2019-01-14T19:51:00.000Z;23.74175233;26.7463948;25.96701567
2019-01-14T19:51:30.000Z;23.733932;26.7463948;25.96701567
2019-01-14T19:52:00.000Z;23.73890167;26.745861;25.96060687
2019-01-14T19:52:30.000Z;23.7255335;26.745861;25.96060687
2019-01-14T19:53:00.000Z;23.715141;26.6833752;25.94227027
2019-01-14T19:53:30.000Z;23.732418;26.6833752;25.94227027
2019-01-14T19:54:00.000Z;23.72973167;26.6999316;25.93016413
2019-01-14T19:54:30.000Z;23.7553845;26.6999316;25.93016413
2019-01-14T19:55:00.000Z;23.72992333;26.7223626;25.91878336
2019-01-14T19:55:30.000Z;23.727336;26.7223626;25.91878336
2019-01-14T19:56:00.000Z;23.753667;26.780575;25.9148542
2019-01-14T19:56:30.000Z;23.7697275;26.780575;25.9148542
2019-01-14T19:57:00.000Z;23.73019533;26.7180894;25.91111567
2019-01-14T19:57:30.000Z;23.702178;26.7180894;25.91111567
2019-01-14T19:58:00.000Z;23.728925;26.6753642;25.9168124
2019-01-14T19:58:30.000Z;23.7324975;26.6753642;25.9168124
2019-01-14T19:59:00.000Z;23.754089;26.7058064;25.92144087
2019-01-14T19:59:30.000Z;23.71326;26.7058064;25.92144087
2019-01-14T20:00:00.000Z;23.69531933;26.6192874;25.92927393
2019-01-14T20:00:30.000Z;23.684533;26.6192874;25.92927393
2019-01-14T20:01:00.000Z;23.68837833;26.5744266;25.9577586
2019-01-14T20:01:30.000Z;23.709473;26.5744266;25.9577586
2019-01-14T20:02:00.000Z;23.71215733;26.5568022;25.9597168
2019-01-14T20:02:30.000Z;23.73254;26.5568022;25.9597168
2019-01-14T20:03:00.000Z;23.72249;26.5824378;25.9515278
2019-01-14T20:03:30.000Z;23.7285855;26.5824378;25.9515278
2019-01-14T20:04:00.000Z;23.746285;26.6305026;25.94048993
2019-01-14T20:04:30.000Z;23.735738;26.6305026;25.94048993
2019-01-14T20:05:00.000Z;23.71182033;26.5797662;25.95292643
2019-01-14T20:05:30.000Z;23.752475;26.5797662;25.95292643
2019-01-14T20:06:00.000Z;23.72803067;26.6000612;25.97342427
2019-01-14T20:06:30.000Z;23.718142;26.6000612;25.97342427
2019-01-14T20:07:00.000Z;23.74175667;26.5824376;25.99941507
2019-01-14T20:07:30.000Z;23.7333215;26.5824376;25.99941507
2019-01-14T20:08:00.000Z;23.72293267;26.5573362;25.99781287
2019-01-14T20:08:30.000Z;23.7244485;26.5573362;25.99781287
2019-01-14T20:09:00.000Z;23.75430333;26.6048678;26.0031534
2019-01-14T20:09:30.000Z;23.759337;26.6048678;26.0031534
2019-01-14T20:10:00.000Z;23.73630133;26.596857;25.9919382
2019-01-14T20:10:30.000Z;23.731107;26.596857;25.9919382
2019-01-14T20:11:00.000Z;23.74336133;26.582971;25.99496453
2019-01-14T20:11:30.000Z;23.714662;26.582971;25.99496453
2019-01-14T20:12:00.000Z;23.706632;26.5605404;26.00671387
2019-01-14T20:12:30.000Z;23.7472895;26.5605404;26.00671387
2019-01-14T20:13:00.000Z;23.76234133;26.6214238;26.017395
2019-01-14T20:13:30.000Z;23.764971;26.6214238;26.017395
2019-01-14T20:14:00.000Z;23.79202033;26.668955;26.01205447
2019-01-14T20:14:30.000Z;23.773723;26.668955;26.01205447
2019-01-14T20:15:00.000Z;23.78825233;26.6780346;25.98706821
2019-01-14T20:15:30.000Z;23.801441;26.6780346;25.98706821
2019-01-14T20:16:00.000Z;23.801158;26.719692;25.9702198
2019-01-14T20:16:30.000Z;23.7905455;26.719692;25.9702198
2019-01-14T20:17:00.000Z;23.80504267;26.6860456;25.94351647
2019-01-14T20:17:30.000Z;23.7824595;26.6860456;25.94351647
2019-01-14T20:18:00.000Z;23.780774;26.6470584;25.93319067
2019-01-14T20:18:30.000Z;23.799306;26.6470584;25.93319067
2019-01-14T20:19:00.000Z;23.78531733;26.6694892;25.91556613
2019-01-14T20:19:30.000Z;23.798189;26.6694892;25.91556613
2019-01-14T20:20:00.000Z;23.79317367;26.7458606;25.90719927
2019-01-14T20:20:30.000Z;23.8302465;26.7458606;25.90719927
2019-01-14T20:21:00.000Z;23.80547467;26.720226;25.913964
2019-01-14T20:21:30.000Z;23.766718;26.720226;25.913964
2019-01-14T20:22:00.000Z;23.78385533;26.6887156;25.94138
2019-01-14T20:22:30.000Z;23.8254355;26.6887156;25.94138
2019-01-14T20:23:00.000Z;23.793727;26.7202262;25.95152787
2019-01-14T20:23:30.000Z;23.81084;26.7202262;25.95152787
2019-01-14T20:24:00.000Z;23.780247;26.6272988;25.95348593
2019-01-14T20:24:30.000Z;23.74724;26.6272988;25.95348593
2019-01-14T20:25:00.000Z;23.738349;26.5407794;25.97751873
2019-01-14T20:25:30.000Z;23.75618367;26.5407794;25.97751873
2019-01-14T20:26:00.000Z;23.750179;26.5493248;25.99031064
2019-01-14T20:26:30.000Z;23.76813867;26.5493248;25.99031064
2019-01-14T20:27:00.000Z;23.7601135;26.5685518;25.9764506
2019-01-14T20:27:30.000Z;23.776522;26.5685518;25.9764506
2019-01-14T20:28:00.000Z;23.764865;26.632639;25.95864887
2019-01-14T20:28:30.000Z;23.79181867;26.632639;25.95864887
2019-01-14T20:29:00.000Z;23.733766;26.579767;25.9369292
2019-01-14T20:29:30.000Z;23.73408733;26.579767;25.9369292
2019-01-14T20:30:00.000Z;23.730655;26.54612;25.93692927
2019-01-14T20:30:30.000Z;23.74606433;26.54612;25.93692927
2019-01-14T20:31:00.000Z;23.754409;26.5236894;25.95241787
2019-01-14T20:31:30.000Z;23.74560667;26.5236894;25.95241787
2019-01-14T20:32:00.000Z;23.792749;26.650263;25.959717
2019-01-14T20:32:30.000Z;23.801658;26.650263;25.959717
2019-01-14T20:33:00.000Z;23.7671325;26.6556034;25.97876493
2019-01-14T20:33:30.000Z;23.77343667;26.6556034;25.97876493
2019-01-14T20:34:00.000Z;23.7803585;26.6748298;25.98214713
2019-01-14T20:34:30.000Z;23.77600067;26.6748298;25.98214713
2019-01-14T20:35:00.000Z;23.7937755;26.738384;25.98143513
2019-01-14T20:35:30.000Z;23.81911;26.738384;25.98143513
